RN|CCTVID|CCTVNAME|CENTERNAME|XCOORD|YCOORD
1|L933103|강원 강릉 주문진방파제|KBS 재난포털|128.83349609|37.89340973
2|L933094|강원 속초 등대전망대|KBS 재난포털|128.60009766|38.21339035
3|L933097|강원 평창 대관령|KBS 재난포털|128.75527954|37.69804001
4|L933080|경기 가평 가평2교(북한강)|KBS 재난포털|127.52288818|37.83100891
5|L933082|경기 구리 수택동(왕숙천)|KBS 재난포털|127.15023041|37.59938049
6|L933064|경기 파주 감악산 일대|KBS 재난포털|126.97019958|37.9417038
7|L933085|경남 밀양 삼랑진(낙동강)|KBS 재난포털|128.82519531|35.38454819
8|L933093|경남 창원 마산항|KBS 재난포털|128.57600403|35.19784927
9|L933095|경북 울릉 저동항|KBS 재난포털|130.91218567|37.49132156
10|L933096|경북 포항 두호동 해안로|KBS 재난포털|129.3895874|36.06269073
11|L933077|대구 동구 신천동(신천)|KBS 재난포털|128.60972595|35.87561035
12|L933078|대전 유성 구성동(갑천)|KBS 재난포털|127.37384796|36.37240982
13|L933065|독도|KBS 재난포털|131.86860657|37.23936081
14|L933075|부산 동래 세병교(온천천)|KBS 재난포털|129.08250427|35.19768143
15|L933099|부산 수영 민락항 앞|KBS 재난포털|129.13121033|35.153759
16|L933107|서울 강남 강남대로|KBS 재난포털|127.02619934|37.5013504
17|L933104|서울 강남 대치역사거리|KBS 재난포털|127.06284332|37.49451065
18|L933074|서울 노원 월계동(중랑천)|KBS 재난포털|127.06269836|37.63238144
19|L933073|서울 마포 성산교(홍제천)|KBS 재난포털|126.89992523|37.56269073
20|L933106|서울 서초 반포한강공원|KBS 재난포털|126.99711609|37.51171875
21|L933098|서울 서초 서초대로|KBS 재난포털|127.0243454|37.49713898
22|L933081|서울 서초 양재동(양재천)|KBS 재난포털|127.03795624|37.47327042
23|L933071|서울 송파 롯데타워1|KBS 재난포털|127.10276031|37.51285934
24|L933072|서울 송파 롯데타워2|KBS 재난포털|127.10134888|37.51268005
25|L933105|서울 송파 탄천주차장|KBS 재난포털|127.0697403|37.51472855
26|L933069|서울 영등포 여의도|KBS 재난포털|126.9199295|37.52219009
27|L933067|서울 용산 한강|KBS 재난포털|127.00511932|37.52774811
28|L933070|서울 중구 서울광장|KBS 재난포털|126.97799683|37.56557083
29|L933063|울산 KBS울산방송국|KBS 재난포털|129.32653809|35.54419708
30|L933066|인천 옹진 연평도|KBS 재난포털|125.69450378|37.66199875
31|L933089|인천 중구 연안부두|KBS 재난포털|126.59861755|37.45413971
32|L933086|전남 나주 나주대교(영산강)|KBS 재난포털|126.7321701|35.03718948
33|L933100|전남 목포 목포북항|KBS 재난포털|126.36519623|34.80419922
34|L933091|전남 신안 가거도|KBS 재난포털|125.12927246|34.05292892
35|L933101|전남 여수 거문도|KBS 재난포털|127.30738068|34.02315903
36|L933102|전남 여수 오동도 앞|KBS 재난포털|127.75569916|34.74097824
37|L933092|전남 완도 완도항|KBS 재난포털|126.74885559|34.32091141
38|L933087|전북 군산 비응항|KBS 재난포털|126.52654266|35.93531036
39|L933079|전북 남원 뱀사골(지리산)|KBS 재난포털|127.57956696|35.37289047
40|L933062|제주 KBS제주방송총국|KBS 재난포털|127.1050415|35.82289505
41|L933090|제주 서귀포 마라도|KBS 재난포털|126.26837921|33.11392212
42|L933061|제주 서귀포 성산일출봉|KBS 재난포털|126.93032837|33.43271255
43|L933084|충남 공주 금강교(금강)|KBS 재난포털|127.12638855|36.47092056
44|L933068|충남 태안 격렬비열도|KBS 재난포털|125.55857086|36.62527084
45|L933088|충남 태안 근흥면 신진항|KBS 재난포털|126.13652802|36.67787933
46|L933083|충북 단양 도담삼봉|KBS 재난포털|128.3419342|37.0005188
47|L933076|충북 청주 사직동(무심천)|KBS 재난포털|127.48226929|36.63582993
48|L280068|6번교차로-01|거제교통정보센터|128.6218785|34.8915019
49|L280069|6번교차로-02|거제교통정보센터|128.6213611|34.891383
50|L280070|6번교차로-03|거제교통정보센터|128.6217582|34.8912017
51|L280071|6번교차로-04|거제교통정보센터|128.6215459|34.8916603
52|L280056|가덕영업소|거제교통정보센터|128.8173442|35.0256198
53|L280051|거가1교|거제교통정보센터|128.7319259|35.0177349
54|L280050|거가1교(저도방향)|거제교통정보센터|128.7319259|35.0177349
55|L280052|거가2교|거제교통정보센터|128.758293|35.0146692
56|L280001|거제면 귀목정|거제교통정보센터|128.5819564|34.86278339
57|L280002|거제면 서정사거리|거제교통정보센터|128.5850852|34.8552036
58|L280049|거제영업소|거제교통정보센터|128.7063061|35.013611
59|L280003|고현동 고현버스터미널사거리|거제교통정보센터|128.6241776|34.8919761
60|L280004|고현동 고현사거리|거제교통정보센터|128.6239052|34.88719857
61|L280005|고현동 공설운동장교차로|거제교통정보센터|128.6205228|34.88311517
62|L280006|고현동 보건소밑|거제교통정보센터|128.6361869|34.89212535
63|L280007|남부면 도장포마을교차로|거제교통정보센터|128.6607614|34.7402533
64|L280008|남부면 저구삼거리|거제교통정보센터|128.6136415|34.7300588
65|L280009|남부면 함목삼거리|거제교통정보센터|128.6507193|34.7416547
66|L280010|덕포동 덕포교차로|거제교통정보센터|128.7072378|34.9146874
67|L280011|덕포동 하덕마을교차로|거제교통정보센터|128.7040128|34.91079013
68|L280012|동부면 연담삼거리|거제교통정보센터|128.6296646|34.8102623
69|L280013|동부면 학동삼거리|거제교통정보센터|128.6409485|34.7746521
70|L280014|동부면 학동삼거리1|거제교통정보센터|128.640994|34.774894
71|L280015|동부면 학동삼거리2|거제교통정보센터|128.641214|34.77509
72|L280016|문동동 상동교차로|거제교통정보센터|128.6405141|34.8660624
73|L280017|사등면 구거제대교|거제교통정보센터|128.476879|34.88339791
74|L280018|사등면 두동마을|거제교통정보센터|128.5761112|34.89227763
75|L280019|사등면 두동터널후방|거제교통정보센터|128.5783699|34.87772852
76|L280020|사등면 사곡램프|거제교통정보센터|128.5704947|34.8979657
77|L280021|사등면 신거제대교입구|거제교통정보센터|128.4844096|34.8868764
78|L280022|삼거동 삼거마을|거제교통정보센터|128.650406|34.836064
79|L280100|상동교차로-01|거제교통정보센터|128.6402506|34.8660305
80|L280101|상동교차로-02|거제교통정보센터|128.6411408|34.8656271
81|L280102|상동교차로-03|거제교통정보센터|128.6408502|34.8656829
82|L280103|상동교차로-04|거제교통정보센터|128.6406155|34.8659642
83|L280023|상동동 독봉산웰빙공원|거제교통정보센터|128.6327801|34.8778483
84|L280024|상동동 상동사거리|거제교통정보센터|128.6317309|34.8741741
85|L280096|상동사거리-01|거제교통정보센터|128.6317261|34.8742865
86|L280097|상동사거리-02|거제교통정보센터|128.6320759|34.8743266
87|L280098|상동사거리-03|거제교통정보센터|128.6317037|34.874459
88|L280099|상동사거리-04|거제교통정보센터|128.6320775|34.8741168
89|L280025|수월동 수월삼거리|거제교통정보센터|128.6422001|34.8962048
90|L280080|수월사거리(9번교차로)-01|거제교통정보센터|128.6420211|34.8965552
91|L280081|수월사거리(9번교차로)-02|거제교통정보센터|128.6422899|34.8962592
92|L280082|수월사거리(9번교차로)-03|거제교통정보센터|128.6422849|34.896583
93|L280083|수월사거리(9번교차로)-04|거제교통정보센터|128.6421293|34.8962425
94|L280061|신촌삼거리-01|거제교통정보센터|128.6140752|34.8886591
95|L280062|신촌삼거리-02|거제교통정보센터|128.6141203|34.8887528
96|L280063|신촌삼거리-03|거제교통정보센터|128.6142573|34.8887321
97|L280104|신현중교차로(4번교차로)-01|거제교통정보센터|128.6163617|34.8898927
98|L280105|신현중교차로(4번교차로)-02|거제교통정보센터|128.6168086|34.8901379
99|L280106|신현중교차로(4번교차로)-03|거제교통정보센터|128.6163983|34.8902247
100|L280107|신현중교차로(4번교차로)-04|거제교통정보센터|128.6167995|34.8898904
101|L280026|아주동 아주대동다숲|거제교통정보센터|128.6853564|34.86783996
102|L280027|아주동 아주운동장앞사거리|거제교통정보센터|128.6904029|34.8648929
103|L280028|아주동 아주터널사거리|거제교통정보센터|128.6893953|34.8695344
104|L280092|아주터널사거리-01|거제교통정보센터|128.689584|34.869632
105|L280093|아주터널사거리-02|거제교통정보센터|128.689296|34.868966
106|L280094|아주터널사거리-03|거제교통정보센터|128.689237|34.869476
107|L280095|아주터널사거리-04|거제교통정보센터|128.689833|34.86894
108|L280084|연사삼거리-01|거제교통정보센터|128.6457407|34.9091486
109|L280085|연사삼거리-02|거제교통정보센터|128.6456406|34.9089142
110|L280086|연사삼거리-03|거제교통정보센터|128.6457875|34.9090065
111|L280029|연초면 송정IC|거제교통정보센터|128.6794582|34.9125789
112|L280030|연초면 야부삼거리|거제교통정보센터|128.666056|34.911636
113|L280031|연초면 양지휴게소후방|거제교통정보센터|128.6813392|34.90120639
114|L280032|연초면 연사삼거리|거제교통정보센터|128.6459173|34.90567356
115|L280034|연초면 연초치안센터|거제교통정보센터|128.6532241|34.9120913
116|L280033|연초면 죽토교|거제교통정보센터|128.6569197|34.91168739
117|L280090|연초삼거리-01|거제교통정보센터|128.653392|34.9119982
118|L280091|연초삼거리-02|거제교통정보센터|128.6527194|34.9118565
119|L280036|옥포동 옥포삼거리|거제교통정보센터|128.6878577|34.8930792
120|L280087|옥포삼거리-01|거제교통정보센터|128.687482|34.893304
121|L280088|옥포삼거리-02|거제교통정보센터|128.687841|34.892941
122|L280089|옥포삼거리-03|거제교통정보센터|128.687558|34.893096
123|L280037|일운면 구조라해수욕장|거제교통정보센터|128.691046|34.809313
124|L280038|일운면 망치삼거리|거제교통정보센터|128.6786684|34.8147073
125|L280039|일운면 신촌사거리|거제교통정보센터|128.6993404|34.8352579
126|L280040|일운면 와현해수욕장|거제교통정보센터|128.709425|34.8263
127|L280041|장목면 관포교차로|거제교통정보센터|128.689365|34.9910847
128|L280042|장목면 대금교차로|거제교통정보센터|128.6984487|34.9684732
129|L280043|장목면 외포교차로|거제교통정보센터|128.7102305|34.9399581
130|L280044|장승포동 두모로터리|거제교통정보센터|128.7222678|34.8703941
131|L280035|장승포동 옥림아파트사거리|거제교통정보센터|128.7199567|34.855396
132|L280045|장승포동 장승포소방서앞|거제교통정보센터|128.7297334|34.8711827
133|L280057|장평교차로-01|거제교통정보센터|128.6090561|34.8888116
134|L280058|장평교차로-02|거제교통정보센터|128.6089301|34.888742
135|L280059|장평교차로-03|거제교통정보센터|128.6091999|34.888751
136|L280060|장평교차로-04|거제교통정보센터|128.6090628|34.8887004
137|L280046|장평동 새거제관광휴게소전방|거제교통정보센터|128.5936949|34.8912037
138|L280047|장평동 신촌삼거리|거제교통정보센터|128.6142103|34.8885017
139|L280048|장평동 장평오거리|거제교통정보센터|128.6089338|34.8932442
140|L280076|중곡육교차로(8번교차로)-01|거제교통정보센터|128.6305849|34.8929352
141|L280077|중곡육교차로(8번교차로)-02|거제교통정보센터|128.6303945|34.8927648
142|L280078|중곡육교차로(8번교차로)-03|거제교통정보센터|128.6308454|34.8927965
143|L280079|중곡육교차로(8번교차로)-04|거제교통정보센터|128.6305907|34.8926522
144|L280054|침매터널(거제방향)|거제교통정보센터|128.7977039|35.0202051
145|L280053|침매터널(부산방향)|거제교통정보센터|128.7894504|35.018093
146|L280055|침매터널입구|거제교통정보센터|128.8090955|35.0224992
147|L280072|터미널사거리(7번교차로)-01|거제교통정보센터|128.6240553|34.8917997
148|L280073|터미널사거리(7번교차로)-02|거제교통정보센터|128.6245292|34.8918406
149|L280074|터미널사거리(7번교차로)-03|거제교통정보센터|128.6241889|34.891996
150|L280075|터미널사거리(7번교차로)-04|거제교통정보센터|128.6243878|34.891635
151|L280064|한전교차로(5번교차로)-01|거제교통정보센터|128.6180151|34.890932
152|L280065|한전교차로(5번교차로)-02|거제교통정보센터|128.6179794|34.8908612
153|L280066|한전교차로(5번교차로)-03|거제교통정보센터|128.6181215|34.8909106
154|L280067|한전교차로(5번교차로)-04|거제교통정보센터|128.6180807|34.8908389
155|E440001|경산네거리|경산교통정보센터|128.734845|35.834296
156|E440002|경산오거리|경산교통정보센터|128.737192|35.823757
157|E440009|계양네거리|경산교통정보센터|128.749202|35.823017
158|E440013|대구카톨릭대입구|경산교통정보센터|128.812032|35.907678
159|E440010|대구한의대입구 삼거리|경산교통정보센터|128.777384|35.812054
160|E440014|동강네거리|경산교통정보센터|128.833411|35.956113
161|E440003|백천교차로|경산교통정보센터|128.741001|35.807648
162|E440012|사동삼거리|경산교통정보센터|128.760183|35.818162
163|E440006|압량네거리|경산교통정보센터|128.761466|35.841519
164|E440008|역전네거리|경산교통정보센터|128.728719|35.820048
165|E440005|영대오거리|경산교통정보센터|128.747056|35.834032
166|E440011|자인교차로|경산교통정보센터|128.811569|35.815966
167|E440004|중산삼거리|경산교통정보센터|128.722551|35.835087
168|E440007|중산지구입구 삼거리|경산교통정보센터|128.716303|35.82456
169|E440015|진량읍사무소|경산교통정보센터|128.818718|35.875016
170|E350059|건천농협네거리|경주교통정보센터|129.103265|35.849555
171|E350005|경주교남단|경주교통정보센터|129.217646|35.851753
172|E350036|경주여고삼거리|경주교통정보센터|129.207758|35.857316
173|E350006|경주역삼거리|경주교통정보센터|129.217238|35.844778
174|E350066|계림중네거리|경주교통정보센터|129.212894|35.863477
175|E350044|괘릉신호대|경주교통정보센터|129.314139|35.757478
176|E350065|교촌교 남단 삼거리|경주교통정보센터|129.214799|35.828513
177|E350053|구어2산업단입구교차로|경주교통정보센터|129.294693|35.709996
178|E350018|구어사거리|경주교통정보센터|129.326516|35.707485
179|E350021|구정로터리|경주교통정보센터|129.294861|35.778132
180|E350078|구황교네거리|경주교통정보센터|129.236485|35.841586
181|E350062|군부대입구신호대(동천1대대)|경주교통정보센터|129.234147|35.848392
182|E350008|금성삼거리|경주교통정보센터|129.206144|35.817891
183|E350012|금장교네거리|경주교통정보센터|129.207121|35.865874
184|E350009|금장교차로|경주교통정보센터|129.193903|35.873003
185|E350048|나산초등삼거리신호대|경주교통정보센터|129.471242|35.698658
186|E350022|나정교사거리|경주교통정보센터|129.2024|35.815577
187|E350057|달성네거리|경주교통정보센터|129.243645|36.058059
188|E350049|대종천삼거리(대본삼거리)|경주교통정보센터|129.480226|35.744926
189|E350076|도당터널 인근|경주교통정보센터|129.221924|35.824426
190|E350067|동대교네거리|경주교통정보센터|129.202217|35.856301
191|E350032|동천동|경주교통정보센터|129.24804|35.8433
192|E350027|두산위브네거리|경주교통정보센터|129.325063|35.781257
193|E350040|라한셀렉트삼거리|경주교통정보센터|129.278404|35.850715
194|E350073|문산2산단진입로네거리|경주교통정보센터|129.314749|35.672029
195|E350026|박물관네거리|경주교통정보센터|129.229265|35.831332
196|E350077|배반네거리|경주교통정보센터|129.23493|35.827678
197|E350011|보문교삼거리|경주교통정보센터|129.258372|35.846613
198|E350029|보불로삼거리|경주교통정보센터|129.30073|35.831627
199|E350019|불국사농협주유소삼거리|경주교통정보센터|129.308948|35.768722
200|E350070|블루원리조트진입로삼거리|경주교통정보센터|129.306042|35.817746
201|E350075|사천왕사지삼거리|경주교통정보센터|129.241705|35.819085
202|E350034|서라벌네거리|경주교통정보센터|129.207121|35.839281
203|E350043|서라벌대 신호대|경주교통정보센터|129.186234|35.841453
204|E350041|서라벌초입구삼거리|경주교통정보센터|129.278338|35.833722
205|E350017|서천교 서편|경주교통정보센터|129.198999|35.837368
206|E350071|석계교|경주교통정보센터|129.313889|35.679524
207|E350064|석장동 입구 삼거리(동대병원)|경주교통정보센터|129.196248|35.859154
208|E350072|석탈해왕릉|경주교통정보센터|129.230843|35.851562
209|E350007|선덕네거리|경주교통정보센터|129.221326|35.836194
210|E350037|소방서 삼거리|경주교통정보센터|129.229003|35.843942
211|E350002|승삼네거리|경주교통정보센터|129.227452|35.877167
212|E350060|시청네거리|경주교통정보센터|129.224215|35.856643
213|E350045|신당교차로|경주교통정보센터|129.235691|35.889041
214|E350035|신한은행네거리|경주교통정보센터|129.211644|35.84459
215|E350055|안강네거리|경주교통정보센터|129.228282|35.991522
216|E350046|양남하서네거리|경주교통정보센터|129.46152|35.677654
217|E350061|양정로삼거리|경주교통정보센터|129.223348|35.849404
218|E350030|영마을삼거리|경주교통정보센터|129.200891|35.845162
219|E350024|오릉네거리|경주교통정보센터|129.210532|35.81991
220|E350020|외동교차로|경주교통정보센터|129.331513|35.691071
221|E350033|외동농공단지입구삼거리(다스앞)|경주교통정보센터|129.331217|35.695753
222|E350001|용강네거리|경주교통정보센터|129.223793|35.867804
223|E350014|용강현진에버빌 삼거리|경주교통정보센터|129.22331|35.886069
224|E350031|용황지구|경주교통정보센터|129.230477|35.882287
225|E350051|용황휴포레입구삼거리|경주교통정보센터|129.227731|35.883391
226|E350047|읍천항 입구 삼거리|경주교통정보센터|129.473943|35.689558
227|E350042|이안아파트삼거리|경주교통정보센터|129.171775|35.844856
228|E350050|입천교신호대|경주교통정보센터|129.440386|35.791328
229|E350052|전촌네거리(감포119안전센터)|경주교통정보센터|129.494027|35.79843
230|E350003|중앙시장네거리|경주교통정보센터|129.206949|35.844856
231|E350069|진리마을삼거리|경주교통정보센터|129.466335|35.681173
232|E350013|천군네거리|경주교통정보센터|129.284486|35.834463
233|E350068|천마총삼거리|경주교통정보센터|129.211728|35.839966
234|E350015|축구공원 앞|경주교통정보센터|129.208408|35.858535
235|E350074|코아루진입로(국도변)|경주교통정보센터|129.258917|35.808468
236|E350016|코오롱삼거리|경주교통정보센터|129.318389|35.785905
237|E350054|콜로세움 3거리|경주교통정보센터|129.2634|35.851309
238|E350023|터미널네거리|경주교통정보센터|129.202507|35.838464
239|E350028|통일전삼거리|경주교통정보센터|129.264563|35.8019
240|E350025|팔우정삼거리|경주교통정보센터|129.217088|35.841134
241|E350039|현곡초등학교입구삼거리|경주교통정보센터|129.178629|35.885094
242|E350063|현곡푸르지오 입구 신호대|경주교통정보센터|129.173313|35.889533
243|E350058|화천네거리(신경주)|경주교통정보센터|129.142893|35.799677
244|E350010|황남동주민센터|경주교통정보센터|129.207121|35.833245
245|E350038|황룡사지입구신호대(88카센터)|경주교통정보센터|129.229052|35.840044
246|E350004|황성제일타운|경주교통정보센터|129.212614|35.873194
247|E350056|황성지하도네거리|경주교통정보센터|129.220338|35.8601
248|E53001|2청사 앞 회전교차로|광양교통정보센터|127.5827972|34.97891944
249|E53002|LF 앞 사거리|광양교통정보센터|127.5652889|34.96415
250|E53003|골약교차로|광양교통정보센터|127.67985|34.94347778
251|E53004|광양경찰서 앞 사거리|광양교통정보센터|127.6028167|34.96412222
252|E53005|광양병원 앞 사거리|광양교통정보센터|127.5818389|34.97097778
253|E53006|광양읍사무소 앞 사거리|광양교통정보센터|127.5817389|34.97365556
254|E53007|광영동 부영1차 앞 삼거리|광양교통정보센터|127.7291472|34.96204167
255|E53008|광영동 부영2차 앞 삼거리|광양교통정보센터|127.7298806|34.95986111
256|E53009|광영파출소 앞 사거리|광양교통정보센터|127.7197306|34.96235556
257|E53010|금정불고기 앞 사거리|광양교통정보센터|127.6951833|34.93969167
258|E53011|금호교차로|광양교통정보센터|127.7227472|34.94888889
259|E53012|길호먹거리타운 앞 사거리|광양교통정보센터|127.69835|34.92850556
260|E53013|노르웨이 앞 사거리|광양교통정보센터|127.6954222|34.95028611
261|E53014|덕례 사거리|광양교통정보센터|127.5792556|34.96314722
262|E53015|도이마을 앞 삼거리|광양교통정보센터|127.6718417|34.93289722
263|E53016|도이마을 앞 삼거리_돌발|광양교통정보센터|127.6718417|34.93289722
264|E53017|목성중앙로 사거리|광양교통정보센터|127.5889833|34.97470278
265|E53018|물관리센터 앞 사거리|광양교통정보센터|127.7015056|34.93906389
266|E53019|석곡교 앞 삼거리|광양교통정보센터|127.6199056|35.01384444
267|E53020|석평마을 앞 회전교차로|광양교통정보센터|127.0016194|35.01318056
268|E53021|섬거 사거리|광양교통정보센터|127.7207722|35.02011389
269|E53022|성호2차 앞 사거리|광양교통정보센터|127.68925|34.93078611
270|E53023|신원회전교차로|광양교통정보센터|127.7368806|35.06283889
271|E53024|옥곡육교 삼거리|광양교통정보센터|127.7061833|34.98519722
272|E53025|용강입구 사거리|광양교통정보센터|127.5929611|34.975075
273|E53026|우시장 사거리|광양교통정보센터|127.593425|34.97106389
274|E53027|월평교 앞 사거리_교차로|광양교통정보센터|127.5808472|34.95599722
275|E53028|월평교 앞 사거리_돌발|광양교통정보센터|127.5808472|34.95599722
276|E53029|의암 사거리|광양교통정보센터|127.716125|34.97477222
277|E53030|의암 사거리_돌발|광양교통정보센터|127.716125|34.97477222
278|E53031|인동교차로|광양교통정보센터|127.5894|34.97115
279|E53032|정산교차로|광양교통정보센터|127.6761222|34.94960833
280|E53033|제철 삼거리|광양교통정보센터|127.7387|34.93183611
281|E53034|제철소 1문 앞 사거리|광양교통정보센터|127.7264306|34.93188056
282|E53035|중마교 앞 사거리_교차로|광양교통정보센터|127.6893694|34.92387222
283|E53036|중마교 앞 사거리_돌발|광양교통정보센터|127.6893694|34.92387222
284|E53037|중마동터미널 앞 사거리|광양교통정보센터|127.6979222|34.93596944
285|E53038|진월톨게이트 앞 삼거리_교차로|광양교통정보센터|127.7463444|34.97338333
286|E53039|진월톨게이트 앞 삼거리_돌발|광양교통정보센터|127.7463444|34.97338333
287|E53040|칠성초등학교 앞 사거리|광양교통정보센터|127.5775389|34.97859444
288|E53041|컨테이너부두 사거리|광양교통정보센터|127.6889583|34.93956111
289|L310118|각화문흥지구입구|광주광역시|126.934009|35.189613
290|L310002|각화사거리|광주광역시|126.937313|35.18052
291|L310095|계림오거리|광주광역시|126.920793|35.154678
292|L310035|계수사거리|광주광역시|126.856366|35.163001
293|L310047|광산IC사거리|광주광역시|126.825196|35.218538
294|L310058|광주공항사거리|광주광역시|126.81188|35.143939
295|L310056|광주송정역|광주광역시|126.789685|35.134543
296|L310003|광주역|광주광역시|126.908765|35.16444
297|L310036|광주청입구|광주광역시|126.801449|35.162464
298|L310038|광천1교|광주광역시|126.887503|35.161071
299|L310093|광천사거리|광주광역시|126.883534|35.16157
300|L310009|금남로4가역|광주광역시|126.915316|35.150271
301|L310008|금남로5가역|광주광역시|126.909682|35.153687
302|L310121|금호동CBS사거리|광주광역시|126.858892|35.138115
303|L310062|금호삼거리|광주광역시|126.848939|35.132157
304|L310022|남광주사거리|광주광역시|126.922671|35.139421
305|L310016|내남동 입구|광주광역시|126.94236|35.091666
306|L310053|농성광장|광주광역시|126.883799|35.153278
307|L310064|대성여고삼거리|광주광역시|126.899282|35.118887
308|L310024|대성초교사거리|광주광역시|126.903394|35.143966
309|L310091|대인교차로|광주광역시|126.912276|35.155379
310|L310115|대촌교차로|광주광역시|126.831597|35.079706
311|L310029|도동고개삼거리|광주광역시|126.935081|35.202692
312|L310005|돌고개사거리|광주광역시|126.895846|35.151585
313|L310090|동구청오거리|광주광역시|126.921682|35.145645
314|L310044|동림IC|광주광역시|126.862893|35.1881
315|L310094|동운고가(하남로입구)|광주광역시|126.884311|35.170909
316|L310088|두암IC|광주광역시|126.939295|35.16166
317|L310057|마륵역삼거리|광주광역시|126.841211|35.143101
318|L310032|말바우사거리|광주광역시|126.922457|35.170768
319|L310027|매일유업4R|광주광역시|126.780457|35.152323
320|L310086|목련교차로|광주광역시|126.817107|35.171836
321|L310122|무각사삼거리|광주광역시|126.854941|35.152591
322|L310033|무등경기장사거리|광주광역시|126.89048|35.169093
323|L310001|문화사거리|광주광역시|126.930945|35.181481
324|L310112|문흥지구입구사거리|광주광역시|126.92891|35.189827
325|L310013|미래로21병원|광주광역시|126.885903|35.140889
326|L310010|민주광장|광주광역시|126.919517|35.147304
327|L310065|백운교차로|광주광역시|126.901536|35.133049
328|L310026|본덕교차로|광주광역시|126.770053|35.083481
329|L310110|본촌산단사거리|광주광역시|126.876241|35.19791
330|L310079|북구청사거리|광주광역시|126.912613|35.173758
331|L310071|북부경찰서사거리|광주광역시|126.898109|35.1872
332|L310063|빛고을CC사거리|광주광역시|126.901102|35.1017
333|L310100|산수오거리|광주광역시|126.931527|35.154486
334|L310040|산월IC|광주광역시|126.839512|35.202292
335|L310096|산장입구사거리|광주광역시|126.920765|35.161064
336|L310054|상록회관사거리|광주광역시|126.887919|35.15348
337|L310034|상무교차로|광주광역시|126.81971|35.161285
338|L310120|상무마륵역삼거리|광주광역시|126.841211|35.143101
339|L310059|상무역사거리|광주광역시|126.848664|35.146537
340|L310124|서광주역교차로|광주광역시|126.848038|35.126592
341|L310068|서방사거리|광주광역시|126.919368|35.164592
342|L310052|서창IC|광주광역시|126.832354|35.139805
343|L310031|석곡파출소|광주광역시|126.945131|35.210404
344|L310017|소태IC|광주광역시|126.934543|35.116567
345|L310067|송암고가IC|광주광역시|126.880169|35.106214
346|L310073|송정사랑병원사거리|광주광역시|126.796886|35.134789
347|L310025|송정유림마을|광주광역시|126.777912|35.101437
348|L310087|수완골옷교|광주광역시|126.819245|35.202665
349|L310085|수완성덕교사거리|광주광역시|126.823796|35.190413
350|L310102|신가지구입구사거리|광주광역시|126.829475|35.178555
351|L310018|신너릿재 입구(광주방향)|광주광역시|126.950336|35.087495
352|L310070|신안교삼거리|광주광역시|126.895925|35.170901
353|L310123|신용교차로|광주광역시|126.866658|35.213917
354|L310021|신우아파트사거리|광주광역시|126.894231|35.140262
355|L310060|쌍촌역사거리|광주광역시|126.873134|35.151559
356|L310004|양동시장사거리|광주광역시|126.902585|35.155611
357|L310019|양림주공사거리|광주광역시|126.915996|35.134367
358|L310111|양산사거리|광주광역시|126.874183|35.211013
359|L310084|어린이교통공원|광주광역시|126.853086|35.217299
360|L310046|연제교차로|광주광역시|126.867|35.206
361|L310011|염주체육관사거리|광주광역시|126.877868|35.137399
362|L310051|영광통사거리|광주광역시|126.794549|35.141
363|L310043|예술고사거리|광주광역시|126.873202|35.181809
364|L310106|오선교차로|광주광역시|126.79334|35.20326
365|L310081|오치사거리|광주광역시|126.905116|35.187043
366|L310119|용두교차로|광주광역시|126.870967|35.224747
367|L310072|용봉IC|광주광역시|126.89862|35.184045
368|L310039|용산IC|광주광역시|126.918236|35.12211
369|L310080|용산교차로(용전)|광주광역시|126.892451|35.239132
370|L310045|우석교|광주광역시|126.856755|35.17288
371|L310103|운남6단지사거리|광주광역시|126.81782|35.179412
372|L310037|운수IC|광주광역시|126.787169|35.160122
373|L310042|운암사거리|광주광역시|126.879364|35.176411
374|L310020|운진각사거리|광주광역시|126.891279|35.14387
375|L310055|운천저수지사거리|광주광역시|126.856313|35.149733
376|L310116|원광대사거리|광주광역시|126.88675|35.130116
377|L310014|월드컵경기장|광주광역시|126.871624|35.134463
378|L310050|월출교차로|광주광역시|126.881965|35.244804
379|L310007|유동사거리|광주광역시|126.905009|35.156884
380|L310082|일곡교차로|광주광역시|126.901625|35.214617
381|L310074|일곡지구입구|광주광역시|126.899914|35.203191
382|L310006|임동오거리|광주광역시|126.899513|35.158993
383|L310092|장동사거리|광주광역시|126.922164|35.149861
384|L310069|전대입구사거리|광주광역시|126.902887|35.168717
385|L310107|절골|광주광역시|126.781317|35.168738
386|L310099|정부청사입구|광주광역시|126.847906|35.226599
387|L310101|조대사거리|광주광역시|126.925566|35.144216
388|L310114|주월파출소사거리|광주광역시|126.893219|35.133141
389|L310098|중앙대교사거리|광주광역시|126.911922|35.147393
390|L310097|중앙초교사거리|광주광역시|126.917899|35.152012
391|L310109|중외공원삼거리|광주광역시|126.880946|35.181098
392|L310076|지평교차로|광주광역시|126.7276|35.154758
393|L310023|천교사거리|광주광역시|126.906667|35.151121
394|L310041|첨단고가사거리|광주광역시|126.828821|35.212999
395|L310108|첨단과학기술원후문사거리|광주광역시|126.834958|35.228717
396|L310083|첨단우리은행사거리|광주광역시|126.841732|35.217551
397|L310049|첨단은혜학교삼거리|광주광역시|126.852623|35.231845
398|L310028|평동산단4번로사거리|광주광역시|126.775618|35.125796
399|L310012|풍금사거리|광주광역시|126.85912|35.132178
